NAME,GEOID,state_name,Share with Medical Debt in Collections,"Share with Medical Debt in Collections, Communities of Color","Share with Medical Debt in Collections, Majority White Communities","% population without health insurance, 2019 (ACS)","% white, non-Hispanic population without health insurance, 2019 (ACS)","% non-white population without health insurance, 2019 (ACS)","Median Medical Debt in Collections, All","Median Medical Debt in Collections, Communities of Color","Median Medical Debt in Collections, Majority White Communities",poc_pct,"Average household income, 2019 (ACS)","Average non-white household income, 2019 (ACS)","Average white, non-Hispanic household income, 2019 (ACS)"
"Norfolk city, Virginia",51710,Virginia,.3075517,.3813199,.2859619,.1056513,.079497,.1237737,771,797,864,.5673555,70842,53741,89375
"Tyler County, Texas",48457,Texas,.307309,n/a**,.3071786,.168531,.155066,.2506586,1377,n/a**,1341,.2097779,56879,49840,57826
"Stephens County, Texas",48429,Texas,.3071429,n/a**,.3071429,.1922174,.157187,.2838658,883,n/a**,883,.2890859,64763,54287,67123
"Surry County, Virginia",51181,Virginia,.3056995,n/a*,n/a*,.118306,.1196731,.1167907,566,n/a*,n/a*,.4738617,70125,61397,77740
"Barnwell County, South Carolina",45011,South Carolina,.3049327,n/a*,n/a*,.1170718,.0930979,.1413158,771,n/a*,n/a*,.4961117,48824,36542,59920
"Calcasieu Parish, Louisiana",22019,Louisiana,.3041322,.3951552,.2674359,.0804551,.071051,.0994067,1045,1069,984,.3257729,76975,49450,88720
"Newport News city, Virginia",51700,Virginia,.3040905,.3634223,n/a**,.1024038,.0727808,.1234997,820,816,n/a**,.5785354,69805,61445,80903
"Sharkey County, Mississippi",28125,Mississippi,.304,.304,n/a**,.1782892,.1090909,.2004912,n/a*,n/a*,n/a**,.7493188,47529,32187,98355
"Chester County, South Carolina",45023,South Carolina,.3022625,n/a*,.3204748,.1066252,.0823797,.1411029,966,n/a*,1116,.4133886,54235,42955,61387
"Marion County, Texas",48315,Texas,.3022388,n/a**,.3007519,.1158204,.1243774,.0947884,928,n/a**,924,.2915044,58450,47743,62976
"Hardeman County, Texas",48197,Texas,.3021583,n/a**,.3090909,.1385006,.0686483,.3165014,n/a*,n/a**,n/a*,.2831432,55938,42478,60760
"Grayson County, Texas",48181,Texas,.3021413,n/a**,.2867856,.1945037,.1547804,.3103978,1462,n/a**,1462,.2458745,74491,62699,76883
"Tillman County, Oklahoma",40141,Oklahoma,.3015075,n/a**,n/a*,.153041,.0998587,.2330028,1061,n/a**,n/a*,.4083367,56552,44760,62063
"Meriwether County, Georgia",13199,Georgia,.301238,.351145,.2297297,.1381131,.1436053,.1310315,1283,n/a*,1114,.436511,51952,35056,63682
"Menominee County, Wisconsin",55078,Wisconsin,.3007519,.3007519,n/a**,.2478463,.0176991,.2733742,n/a*,n/a*,n/a**,.899298,63344,59498,83571
"Magoffin County, Kentucky",21153,Kentucky,.3002611,n/a**,.3005319,.0464326,.0459535,.0844156,590,n/a**,547,.0123289,43655,26300,43833
"Tift County, Georgia",13277,Georgia,.3002421,n/a**,.2222222,.1877325,.1502054,.2353208,1667,n/a**,1066,.4414543,60196,40781,72971
"Floyd County, Georgia",13115,Georgia,.3002287,n/a**,.2988275,.1484992,.1243392,.2061133,894,n/a**,891,.292362,68905,39582,80580
"Calhoun County, Texas",48057,Texas,.3001423,.3048128,.2755905,.1909159,.0861973,.2665221,1153,1157,n/a*,.5771183,72536,64014,80902
"Jack County, Texas",48237,Texas,.3,n/a**,.3,.1801218,.1593822,.2882448,1481,n/a**,1481,.228423,67103,42438,70001
"Washington County, Georgia",13303,Georgia,.2996894,.3402062,.24,.1127239,.0916779,.1292779,516,606,n/a*,.5747211,52936,41786,65993
"Chesterfield County, South Carolina",45025,South Carolina,.2995781,n/a**,.3008357,.112162,.1087565,.1173506,670,n/a**,689,.3970579,53340,39086,61289
"Johnson County, Texas",48251,Texas,.2993883,n/a**,.3022583,.1827202,.1821351,.1841012,1233,n/a**,1222,.2800756,81926,71373,84803
"Navarro County, Texas",48349,Texas,.299348,n/a**,.2659574,.1844912,.138963,.2424972,1129,n/a**,1122,.4395142,65225,51341,73143
"Anderson County, Texas",48001,Texas,.2989619,n/a*,.2877238,.1445175,.1177115,.1960629,706,n/a*,691,.4106729,56912,42336,62837
"Colleton County, South Carolina",45029,South Carolina,.2989353,.4025974,.2705882,.1150539,.0978167,.1373623,749,n/a*,838,.4340029,51644,36217,62121
"Washita County, Oklahoma",40149,Oklahoma,.2986577,n/a**,.2979452,.1223107,.1020408,.2278409,1444,n/a**,1444,.1662361,65675,47996,67877
"Winkler County, Texas",48495,Texas,.2983193,.3221154,n/a*,.2072872,.1487179,.2390312,896,873,n/a*,.6487861,71503,63915,81348
"Hale County, Texas",48189,Texas,.2982625,.2909507,n/a**,.2028037,.1387998,.23578,583,740,n/a**,.6617099,60390,51637,72264
"Richmond County, Georgia",13245,Georgia,.2982484,.340922,.2309711,.1098262,.1235917,.1031856,1155,1127,1192,.6655408,59361,51538,72358
"Hill County, Texas",48217,Texas,.2981419,n/a**,.2867558,.1540723,.1335304,.2031341,1153,n/a**,1179,.2940122,69572,53825,74304
"Camp County, Texas",48063,Texas,.2980973,n/a**,n/a*,.1695113,.1328027,.215873,1013,n/a**,n/a*,.4422271,60622,46990,67929
"Somerset County, Maryland",24039,Maryland,.2979066,.3138686,.2978723,.0583499,.0718282,.0410278,644,625,705,.4846282,55239,40168,63879
"Taylor County, Texas",48441,Texas,.2974782,n/a**,.258594,.1715402,.1409967,.2224637,1164,n/a**,1200,.365522,73223,58655,80300
"Cocke County, Tennessee",47029,Tennessee,.2966772,n/a**,.2997563,.1122079,.1134331,.0952981,1388,n/a**,1362,.0674505,49875,66596,49059
"Pasquotank County, North Carolina",37139,North Carolina,.296124,n/a**,n/a*,.1194773,.0958,.1475636,551,n/a**,n/a*,.4524472,62857,51705,70550
"Cass County, Texas",48067,Texas,.2960894,n/a**,.2949438,.1374524,.1221233,.1871161,959,n/a**,956,.2369008,57311,39131,62109
"Reeves County, Texas",48389,Texas,.2960199,.2975,n/a**,.203667,.1617299,.2174676,698,698,n/a**,.7772399,65457,57561,84690
"Martinsville city, Virginia",51690,Virginia,.2959427,n/a**,n/a**,.1115134,.0984086,.1218041,1435,n/a**,n/a**,.5600685,53176,43040,64589
"Lawrence County, Ohio",39087,Ohio,.2951681,n/a**,.2951681,.0555863,.0534039,.0952687,611,n/a**,611,.0523229,59958,51044,60360
"Brunswick County, Virginia",51025,Virginia,.2951168,.3048781,.2156863,.0789455,.0905588,.070152,823,720,n/a*,.5925545,54587,40888,69583
"Shelby County, Texas",48419,Texas,.2948113,n/a**,.2802548,.2172134,.2067786,.2338976,883,n/a**,1006,.3841572,57887,37978,67161
"Abbeville County, South Carolina",45001,South Carolina,.2943445,n/a*,.2921512,.1113252,.1136959,.1060746,805,n/a*,805,.3114874,53822,37805,61259
"Greenwood County, South Carolina",45047,South Carolina,.2942996,n/a*,.2459854,.097587,.0955986,.1004929,901,n/a*,855,.4031898,60025,47630,68344
"Lee County, South Carolina",45061,South Carolina,.29375,.3041475,n/a*,.1108037,.096503,.117818,630,626,n/a*,.6756119,48957,38055,68874
"Roosevelt County, New Mexico",35041,New Mexico,.2933579,n/a*,n/a*,.1094124,.060373,.161773,1509,n/a*,n/a*,.4816815,54667,46820,60065
"Crosby County, Texas",48107,Texas,.2933333,n/a*,n/a**,.2158736,.1393589,.2648064,n/a*,n/a*,n/a**,.6060658,51516,41254,62554
"Little River County, Arkansas",05081,Arkansas,.2922252,n/a**,.2918919,.0620231,.064367,.0557565,795,n/a**,805,.271078,59109,43591,65515
"Nacogdoches County, Texas",48347,Texas,.2921231,n/a**,.2532699,.1302782,.1091969,.1607563,1239,n/a**,939,.4048271,62423,48409,70544
"Craighead County, Arkansas",05031,Arkansas,.2917924,n/a**,.3042212,.0873806,.0921356,.0733106,724,n/a**,744,.2396851,68763,58608,72014
"Union County, South Carolina",45087,South Carolina,.291757,n/a*,.2906077,.1048116,.1089098,.0973368,653,n/a*,653,.354056,54837,49670,57500
"Floyd County, Texas",48153,Texas,.2916667,.2962963,n/a*,.2147069,.0865658,.2888828,813,813,n/a*,.6319146,59595,48156,73475
"Falls County, Texas",48145,Texas,.2911111,.4255319,.1496063,.1722272,.1672384,.1777567,814,1161,n/a*,.4875521,50705,35471,60495
"Mitchell County, Georgia",13205,Georgia,.2910217,.2947368,.2352941,.1718859,.1777092,.1667139,980,1005,n/a*,.5414943,51694,44132,59364
"Allendale County, South Carolina",45005,South Carolina,.2903226,.292887,n/a**,.0895597,.019305,.1066291,782,782,n/a**,.7791445,43514,36688,65836
"Danville city, Virginia",51590,Virginia,.2902985,n/a**,n/a**,.0965163,.070356,.1153763,1141,n/a**,n/a**,.5761139,51599,45010,59118
"Gaston County, North Carolina",37071,North Carolina,.2899834,n/a**,.2598731,.1130265,.0881497,.1732591,1080,n/a**,1121,.2908711,73164,57536,78289
"Jackson County, Oklahoma",40065,Oklahoma,.2899628,n/a**,.3010471,.1282531,.0872989,.1953765,1792,n/a**,1765,.3727806,64649,50932,71042
"Big Horn County, Montana",30003,Montana,.2893891,.3214286,n/a*,.32278,.0976718,.4041461,791,629,n/a*,.7322776,63920,55484,74442
"Lanier County, Georgia",13173,Georgia,.2884615,n/a**,.2884615,.1458763,.095932,.2516067,806,n/a**,806,.3138728,50196,38117,54919
"Garfield County, Oklahoma",40047,Oklahoma,.2879098,n/a**,.216285,.1469727,.117671,.2307494,1185,n/a**,1104,.2566319,71136,57232,74162
"Madison County, Missouri",29123,Missouri,.2877698,n/a**,.2877698,.1083934,.1074927,.1252059,1360,n/a**,1360,.0536169,59032,27700,60735
"Nicholas County, Kentucky",21181,Kentucky,.2877358,n/a**,.2877358,.0898399,.0902634,.0802676,536,n/a**,536,.0426395,55681,69963,54964
"Seward County, Kansas",20175,Kansas,.2877193,.302974,n/a**,.190646,.1001971,.2290086,717,715,n/a**,.6990917,61443,54437,72185
"Pender County, North Carolina",37141,North Carolina,.2874097,n/a**,.2507003,.1022386,.0901859,.1394204,1594,n/a**,1568,.2492922,76780,52611,83400
"Irwin County, Georgia",13155,Georgia,.2873134,n/a**,n/a*,.1844396,.1727953,.2079501,1187,n/a**,n/a*,.3321888,51912,24542,62114
"Lawrence County, Kentucky",21127,Kentucky,.2871094,n/a**,.2876712,.086208,.0846869,.1638796,557,n/a**,557,.0197818,46907,52755,46821
"Dade County, Georgia",13083,Georgia,.2869198,n/a**,.2869198,.1228949,.1236523,.1108765,1025,n/a**,1025,.0667408,61540,51704,62046
"Upshur County, Texas",48459,Texas,.2861251,n/a**,.2855051,.1672185,.150066,.2379987,619,n/a**,610,.1961822,68387,54960,70992
"Taylor County, Georgia",13269,Georgia,.2857143,n/a**,n/a*,.1754909,.1390513,.2245553,n/a*,n/a**,n/a*,.4268112,49357,38571,57283
"Barbour County, West Virginia",54001,West Virginia,.2857143,n/a**,.2857143,.0491923,.0503117,.0255376,469,n/a**,469,.0453316,56827,41930,57208
"Lincoln County, West Virginia",54043,West Virginia,.2857143,n/a**,.285489,.0612765,.0613068,.0599572,524,n/a**,525,.0223981,54060,24048,54215
"Scurry County, Texas",48415,Texas,.2854331,n/a**,.2786885,.1892239,.0957997,.2958385,708,n/a**,n/a*,.4723912,69818,59277,77118
"Emanuel County, Georgia",13107,Georgia,.2853403,n/a*,.2212121,.1766518,.1616808,.1987698,1172,n/a*,1052,.4073137,50288,38245,57455
"St. Helena Parish, Louisiana",22091,Louisiana,.2852761,.3354037,.2857143,.1268134,.113672,.1371822,681,1063,n/a*,.5585122,61237,40989,84495
"Madison County, Texas",48313,Texas,.2845304,.2,.2916667,.1543449,.1316514,.1915399,1123,n/a*,n/a*,.4499542,69955,58733,74852
"Desha County, Arkansas",05041,Arkansas,.2844575,.3089887,n/a*,.0632944,.0336391,.0874922,917,1206,n/a*,.5476984,45429,32978,59554
"Sharp County, Arkansas",05135,Arkansas,.2844203,n/a**,.285192,.0632404,.0574148,.1472727,650,n/a**,654,.0656398,48262,60320,47801
"Walker County, Georgia",13295,Georgia,.2831574,n/a**,.2831574,.1397088,.1401695,.1353268,914,n/a**,914,.0912093,58818,57059,58951
"Lea County, New Mexico",35025,New Mexico,.2827586,.2911833,n/a*,.120463,.0472391,.1586259,1128,1136,n/a*,.6459012,78848,64397,96381
"Atoka County, Oklahoma",40005,Oklahoma,.2826603,n/a**,.2857143,.1703007,.1417124,.2510071,1400,n/a**,1404,.2901686,54846,45176,57435
"Cass County, Indiana",18017,Indiana,.2825897,n/a**,.283085,.0937694,.0646856,.207984,1380,n/a**,1380,.2029039,61608,52946,63027
"Eastland County, Texas",48133,Texas,.2823344,n/a**,.2823344,.1722932,.1571309,.2313757,987,n/a**,987,.2068079,61234,77046,59128
"Kleberg County, Texas",48273,Texas,.2819149,.2868852,n/a**,.1546296,.0753182,.1730217,1301,1374,n/a**,.7980564,59512,53002,77948
"Fisher County, Texas",48151,Texas,.2816902,n/a**,.238806,.1255862,.1142496,.1439291,n/a*,n/a**,n/a*,.3822614,65512,50049,74511
"Butler County, Missouri",29023,Missouri,.2816245,n/a**,.2804054,.1188866,.1163602,.1387308,1180,n/a**,1211,.114427,53954,42045,55216
"Anderson County, South Carolina",45007,South Carolina,.2810597,n/a**,.2659876,.1157543,.0869372,.2128616,1359,n/a**,1355,.2264571,75079,54645,79781
"Gaines County, Texas",48165,Texas,.2807339,.3066667,.2771855,.3374763,.4168928,.2385521,1297,n/a*,1415,.4449435,79384,87784,74408
"Edgefield County, South Carolina",45037,South Carolina,.2801595,n/a*,.2009346,.0893135,.0724038,.1139839,989,n/a*,944,.4330969,70129,49429,83439
"Pottawatomie County, Oklahoma",40125,Oklahoma,.2801036,n/a**,.278021,.1483908,.1279692,.202096,1239,n/a**,1243,.281188,69393,49061,74227
"Harrison County, Texas",48203,Texas,.2800752,.3406594,.2526799,.1782833,.1682239,.1956072,682,679,677,.3641334,79498,56262,88510
"Charlton County, Georgia",13049,Georgia,.28,n/a**,.2741936,.1999325,.1503443,.2967389,1018,n/a**,n/a*,.3885736,52464,39184,56976
"Fannin County, Texas",48147,Texas,.2792208,n/a**,.2785515,.1624175,.1370022,.2753698,1070,n/a**,1070,.2121203,72914,46532,77003
"Madison Parish, Louisiana",22065,Louisiana,.278626,.2798354,n/a*,.1099227,.0739958,.1293216,797,832,n/a*,.6615956,46317,32643,67185
"Independence County, Arkansas",05063,Arkansas,.2784504,n/a**,.2785538,.0873602,.0699491,.2246272,631,n/a**,631,.1129131,60581,41415,62287
"Roger Mills County, Oklahoma",40129,Oklahoma,.2782609,n/a**,.25,.1330778,.0934335,.3384095,n/a*,n/a**,n/a*,.1638942,79732,51831,82616
"Campbell County, Tennessee",47013,Tennessee,.2782071,n/a**,.2782071,.1143404,.1121003,.174221,1067,n/a**,1067,.0369123,57568,39826,58037
"Lamar County, Texas",48277,Texas,.2776791,n/a**,.2790557,.1630419,.1499289,.2014083,876,n/a**,876,.2558102,60777,41683,66210
"Freestone County, Texas",48161,Texas,.2774869,n/a**,.256927,.141464,.0971079,.2357935,977,n/a**,703,.3339759,69203,54411,74745
"Callahan County, Texas",48059,Texas,.2772727,n/a**,.2748268,.1791706,.1650641,.266597,1231,n/a**,1196,.1400115,62737,55519,63526
"Seminole County, Oklahoma",40133,Oklahoma,.2770563,n/a**,.3032967,.1943864,.1404906,.291504,1108,n/a**,1276,.3557104,52767,50929,53465
"Hopewell city, Virginia",51670,Virginia,.2770083,n/a**,n/a**,.0936541,.0808415,.1047186,865,n/a**,n/a**,.535358,53893,47850,59764
"Lake County, Tennessee",47095,Tennessee,.2767296,n/a**,.2767296,.1131871,.1212644,.0881567,n/a*,n/a**,n/a*,.3331982,55768,48957,57706
"Hendry County, Florida",12051,Florida,.2766143,.3589286,n/a**,.2561953,.1520302,.3043589,1066,1387,n/a**,.6796131,56396,50811,65059
"Coffee County, Georgia",13069,Georgia,.2765411,n/a**,.2598566,.1859139,.1413392,.254299,1269,n/a**,1416,.418656,54717,38233,63262
"Angelina County, Texas",48005,Texas,.2764345,n/a**,.2725451,.1763044,.1646741,.1935767,1140,n/a**,986,.3949749,63188,58041,66001
"Red River County, Texas",48387,Texas,.2762557,n/a**,.2357415,.1436446,.1415137,.1496188,1286,n/a**,1116,.2661244,52213,32931,58915
"Upson County, Georgia",13293,Georgia,.2761276,n/a**,.276958,.1184661,.1244439,.1061526,1622,n/a**,1652,.3278701,52684,44023,56441
"Okmulgee County, Oklahoma",40111,Oklahoma,.2758333,n/a**,.2611191,.1655067,.1285678,.2267681,929,n/a**,996,.3776355,59397,55712,61144
"Bedford County, Tennessee",47003,Tennessee,.2756757,n/a**,.2753425,.1125117,.0870639,.1973411,906,n/a**,906,.2319639,67937,49703,71705
"Hudspeth County, Texas",48229,Texas,.2755102,.2716049,n/a**,.2654525,.1436031,.2981106,n/a*,n/a*,n/a**,.8265006,46896,32635,75815
"Meigs County, Tennessee",47121,Tennessee,.2753164,n/a**,.2753164,.1036092,.1046759,.0865248,1361,n/a**,1361,.0589888,59132,74217,58338
"Pushmataha County, Oklahoma",40127,Oklahoma,.2751678,n/a**,.2789116,.1839717,.1513873,.2636847,1001,n/a**,1001,.2900791,54865,51922,55809
"Bowie County, Texas",48037,Texas,.2750424,n/a*,.2356459,.1559465,.1466017,.1732435,811,n/a*,782,.3621068,72703,44323,85271
"Atkinson County, Georgia",13003,Georgia,.275,n/a**,n/a**,.2255081,.1762048,.289717,1508,n/a**,n/a**,.4347615,54979,35342,65170
"Nash County, North Carolina",37127,North Carolina,.274968,.3979058,.2238806,.0954917,.0713879,.1187059,670,665,n/a*,.5011592,67195,64818,69362
"Baldwin County, Georgia",13009,Georgia,.2748691,n/a*,.2830189,.1188525,.0820869,.1597297,796,n/a*,n/a*,.4761588,56958,49055,63124
"Brooke County, West Virginia",54009,West Virginia,.2748092,n/a**,.2756508,.0480626,.043879,.1409186,885,n/a**,885,.0441694,60771,53861,60931
"Kanawha County, West Virginia",54039,West Virginia,.2747847,n/a**,.2733345,.0663806,.0630085,.0902235,866,n/a**,863,.1228237,66290,62341,66796
"Gregg County, Texas",48183,Texas,.2746114,.3616162,.2605156,.1980371,.148507,.2613549,686,642,744,.424933,76229,57390,87095
"Wilson County, North Carolina",37195,North Carolina,.2745418,.317029,.244898,.1516159,.0637736,.2288919,747,747,742,.5303248,59009,37286,81850
"Greene County, Arkansas",05055,Arkansas,.274298,n/a**,.2752562,.0772625,.0704447,.1700658,618,n/a**,610,.0700091,60189,41771,61069
"Beckham County, Oklahoma",40009,Oklahoma,.2742947,n/a**,.2802653,.1380879,.1097728,.2462455,1280,n/a**,1351,.2471259,68503,61833,69706
"Chowan County, North Carolina",37041,North Carolina,.2739726,n/a**,.2435897,.0927373,.0723183,.1231323,472,n/a**,n/a*,.4006526,57515,42419,66662
"Reno County, Kansas",20155,Kansas,.2735899,n/a**,.2739872,.0937386,.0840795,.1486741,1582,n/a**,1590,.1595475,65695,59140,66518
"Jackson County, Arkansas",05067,Arkansas,.2732919,n/a**,.2763713,.0773296,.0767784,.0792418,599,n/a**,600,.2316908,53156,30721,59442
"Wirt County, West Virginia",54105,West Virginia,.2732241,n/a**,.2732241,.0534667,.0540541,0,493,n/a**,493,.0108658,54877,14721,55496
"Orangeburg County, South Carolina",45075,South Carolina,.2730983,.2891382,.2485876,.1066137,.0889935,.1155306,1011,913,n/a*,.6671799,52664,42815,69706
"Calhoun County, Florida",12013,Florida,.2729805,n/a**,.2752809,.1646401,.1748862,.1121588,765,n/a**,765,.2285197,53097,53843,52932
"Hancock County, West Virginia",54029,West Virginia,.2727273,n/a**,.2727273,.0643433,.0608903,.115847,844,n/a**,844,.0624511,58679,48816,59094
"Saline County, Kansas",20169,Kansas,.272242,n/a**,.2723993,.0869767,.071288,.1501538,1455,n/a**,1429,.1982779,69043,67597,69273
"Screven County, Georgia",13251,Georgia,.2719665,n/a**,.25,.1350158,.1143203,.1600781,1104,n/a**,n/a*,.4554293,56501,45369,64192
"Washington Parish, Louisiana",22117,Louisiana,.2715756,n/a**,.2666667,.1179414,.1129517,.1278462,1017,n/a**,1017,.3445892,52104,39559,57946
"Bristol city, Virginia",51520,Virginia,.2715009,n/a**,.2719595,.1024017,.1056233,.078362,1018,n/a**,1018,.1184957,53193,49119,53429
"McDowell County, West Virginia",54047,West Virginia,.2707964,n/a*,.2737226,.060007,.0615104,.042042,447,n/a*,424,.1130164,37916,30354,38477
"Jackson County, Florida",12063,Florida,.2707143,.2156863,.2470838,.1130053,.0945294,.1572085,1060,n/a*,1096,.3468141,53662,40726,58685
"Ottawa County, Oklahoma",40115,Oklahoma,.2703549,n/a**,.270878,.1714737,.1341832,.2408416,1130,n/a**,1133,.349876,53337,49312,54915
"Colorado County, Texas",48089,Texas,.2692847,.3404255,.1906615,.1496007,.1017037,.2095402,879,n/a*,n/a*,.4406804,73305,64192,77850
"Yoakum County, Texas",48501,Texas,.2692308,.2692308,n/a**,.2787626,.1685516,.3300509,468,468,n/a**,.6824238,80243,74873,89170
"Northampton County, North Carolina",37131,North Carolina,.2690909,.315508,.1145038,.1371461,.1401982,.1351885,471,440,n/a*,.6126541,50620,41434,64073
"Erath County, Texas",48143,Texas,.2690058,n/a**,.2699748,.1678078,.1405793,.2473669,1297,n/a**,1296,.2543916,74589,60512,77779
"Dougherty County, Georgia",13095,Georgia,.2680688,.2907154,n/a*,.1846905,.1491873,.1959589,568,568,n/a*,.7477453,51382,43415,68511
"Chemung County, New York",36015,New York,.2674507,n/a**,.2675789,.0336975,.0354277,.0221694,989,n/a**,988,.1377231,73297,60220,74579
"Randolph County, West Virginia",54083,West Virginia,.2670455,n/a**,.2670455,.0744316,.0743554,.0762791,442,n/a**,442,.0421708,61113,46332,61604
"Stoddard County, Missouri",29207,Missouri,.267,n/a**,.2668004,.1120017,.1094248,.1651719,679,n/a**,680,.0461245,53651,34250,54324
"Fayette County, West Virginia",54019,West Virginia,.2669421,n/a**,.2625746,.0708721,.0730715,.0433121,535,n/a**,533,.0755232,52802,41611,53579
"De Soto Parish, Louisiana",22031,Louisiana,.2668919,.3139932,.2303263,.0946735,.0772174,.1196765,1235,818,1517,.412254,65839,38581,84560
"Talladega County, Alabama",01121,Alabama,.2664526,n/a**,.2516605,.1014311,.0851326,.1284324,954,n/a**,1013,.3737296,62758,52332,68492
"Buchanan County, Virginia",51027,Virginia,.2664474,n/a**,.2623509,.1243424,.1249754,.1038339,1116,n/a**,1116,.0514962,45295,40942,45416
"Hamblen County, Tennessee",47063,Tennessee,.2663198,n/a**,.2672414,.1111357,.0723474,.2811703,925,n/a**,922,.1852897,58713,39054,62190
"Obion County, Tennessee",47131,Tennessee,.2663043,n/a**,.2630411,.0929517,.0905577,.1046718,1482,n/a**,1482,.1710522,54450,31594,58179
"Greenup County, Kentucky",21089,Kentucky,.2660054,n/a**,.2662455,.0486451,.050034,.0134831,747,n/a**,747,.0381662,69483,78153,69140
"Wayne County, West Virginia",54099,West Virginia,.2659303,n/a**,.2657581,.0772928,.077169,.0818438,629,n/a**,629,.0269211,53315,46985,53445
"Zapata County, Texas",48505,Texas,.2655827,.2655827,n/a**,.2851335,0,.2985688,1451,1451,n/a**,.9539989,60551,60332,63099
